state,city,datetime,crop_type,growth_stage,air_temperature_c,relative_humidity_%,rainfall_mm,wind_speed_mps,solar_radiation_wm2,soil_moisture_%,soil_temperature_c,soil_ph,irrigation_status,fertilizer_applied,pest_risk_level,crop_health_index,crop_duration_days,region
Rajasthan,Bikaner,2023-08-24 17:00:00,Bajra,Maturity,34.4,66.4,2.3,5.8,372.7,51.5,30.7,6.5,OFF,ORGANIC,MEDIUM,66,117,North India
Tamil Nadu,Tiruchirappalli,2023-10-05 22:00:00,Banana,Harvest,32.7,83.9,9.6,3.2,590.9,61.8,29.4,5.7,ON,UREA,MEDIUM,77,113,South India
Himachal Pradesh,Mandi,2023-02-06 17:00:00,Apple,Vegetative,15.5,59.0,4.6,1.8,440.2,50.8,11.7,5.8,ON,NONE,HIGH,67,157,North India
Karnataka,Belagavi,2024-09-10 08:00:00,Cotton,Fruiting,34.5,55.1,2.1,2.0,782.9,40.4,30.6,7.3,ON,UREA,MEDIUM,61,133,South India
Uttarakhand,Haridwar,2023-02-03 20:00:00,Potato,Germination,18.3,82.2,7.6,2.4,747.6,56.4,15.2,5.3,ON,SSP,LOW,90,140,North India
Uttarakhand,Nainital,2023-09-09 07:00:00,Soybean,Flowering,23.3,59.2,7.2,1.6,449.3,44.2,19.6,6.2,ON,SSP,HIGH,70,91,North India
Telangana,Nizamabad,2024-08-28 08:00:00,Chilli,Seedling,31.7,68.7,7.9,5.6,769.1,43.8,29.2,5.8,OFF,MOP,MEDIUM,88,95,South India
Jharkhand,Jamshedpur,2023-06-28 11:00:00,Maize,Germination,24.0,52.2,1.4,3.2,533.7,44.7,20.2,6.0,OFF,SSP,MEDIUM,84,134,East India
Madhya Pradesh,Gwalior,2024-11-16 09:00:00,Chickpea,Flowering,21.7,58.8,2.1,4.3,317.7,52.4,18.4,7.2,OFF,DAP,LOW,81,101,Central India
Himachal Pradesh,Shimla,2024-08-27 06:00:00,Wheat,Germination,23.2,44.1,3.0,4.5,413.1,59.3,19.9,6.3,OFF,UREA,MEDIUM,65,110,North India
Uttar Pradesh,Agra,2024-07-25 09:00:00,Wheat,Germination,21.6,54.3,2.3,1.5,692.7,42.3,18.2,6.2,OFF,NPK,LOW,89,115,North India
Odisha,Bhubaneswar,2024-05-31 06:00:00,Groundnut,Seedling,25.8,53.6,2.1,4.2,474.6,50.2,22.3,6.1,ON,NPK,MEDIUM,87,148,East India
Nagaland,Mokokchung,2024-01-08 07:00:00,Soybean,Vegetative,29.0,74.5,5.3,3.4,514.8,45.1,25.7,7.0,OFF,SSP,LOW,81,175,Northeast India
Telangana,Khammam,2023-01-03 09:00:00,Sugarcane,Fruiting,26.6,79.8,10.3,4.0,632.5,51.2,23.5,7.5,OFF,DAP,LOW,72,90,South India
Haryana,Panipat,2024-04-19 02:00:00,Rice,Vegetative,29.1,85.2,12.2,5.7,715.2,76.7,26.8,6.3,OFF,NONE,LOW,67,177,North India
Andhra Pradesh,Visakhapatnam,2023-08-14 09:00:00,Tobacco,Germination,27.6,50.5,2.7,5.8,756.3,42.2,24.2,6.5,ON,UREA,HIGH,50,131,South India
Mizoram,Champhai,2024-10-18 14:00:00,Maize,Germination,21.0,57.1,8.1,2.0,765.4,43.7,19.0,5.9,ON,MOP,MEDIUM,69,180,Northeast India
Himachal Pradesh,Solan,2023-02-27 09:00:00,Apple,Fruiting,11.4,68.9,1.5,4.0,280.5,45.6,8.7,6.2,OFF,UREA,MEDIUM,65,136,North India
Bihar,Gaya,2023-08-14 19:00:00,Wheat,Germination,18.0,69.7,1.7,1.7,611.1,45.4,14.1,7.6,OFF,UREA,MEDIUM,75,154,East India
Tamil Nadu,Thanjavur,2024-06-05 16:00:00,Banana,Harvest,27.0,85.2,9.1,4.2,341.5,65.3,25.9,5.5,ON,NONE,LOW,88,123,South India
Punjab,Patiala,2024-11-30 04:00:00,Rice,Harvest,30.1,86.0,15.1,4.6,626.8,74.2,26.3,5.7,ON,NONE,HIGH,49,120,North India
Punjab,Jalandhar,2023-07-31 07:00:00,Sugarcane,Flowering,28.2,61.4,8.3,6.3,677.9,56.7,27.0,7.4,OFF,NONE,LOW,92,139,North India
Haryana,Ambala,2024-01-18 01:00:00,Mustard,Maturity,19.2,69.0,1.6,0.9,729.7,52.0,16.7,6.7,ON,DAP,HIGH,71,168,North India
Maharashtra,Kolhapur,2024-03-21 04:00:00,Onion,Seedling,24.5,61.0,2.3,6.3,798.3,53.2,20.8,7.0,ON,NPK,LOW,61,98,West India
Kerala,Kochi,2024-02-04 01:00:00,Banana,Seedling,24.1,81.7,12.9,6.3,266.1,78.8,22.8,6.6,ON,UREA,HIGH,59,143,South India
Gujarat,Rajkot,2023-06-18 02:00:00,Cotton,Maturity,30.8,68.9,3.0,2.7,441.7,51.9,27.4,6.1,ON,ORGANIC,LOW,66,129,West India
Karnataka,Hubballi,2023-01-08 13:00:00,Groundnut,Seedling,26.0,54.2,0.8,3.4,699.7,47.3,24.4,6.7,OFF,UREA,LOW,90,168,South India
Uttarakhand,Haridwar,2024-07-11 18:00:00,Wheat,Maturity,23.2,44.2,5.0,4.1,453.6,37.4,19.9,6.1,OFF,UREA,LOW,65,115,North India
Jharkhand,Dhanbad,2023-05-20 22:00:00,Rice,Germination,31.1,76.1,8.4,2.2,369.9,61.4,29.1,6.1,ON,ORGANIC,MEDIUM,58,124,East India
Telangana,Hyderabad,2024-03-02 12:00:00,Cotton,Flowering,35.2,44.3,4.4,1.3,369.8,48.4,31.2,6.9,OFF,NONE,MEDIUM,82,142,South India
Uttar Pradesh,Gorakhpur,2024-04-27 15:00:00,Potato,Germination,22.2,75.6,7.1,0.9,216.9,63.0,19.1,5.9,OFF,SSP,MEDIUM,67,125,North India
Karnataka,Shivamogga,2023-02-26 07:00:00,Sugarcane,Flowering,19.4,74.6,3.9,6.4,617.0,68.8,17.6,6.4,ON,NPK,MEDIUM,79,162,South India
Bihar,Darbhanga,2024-05-21 13:00:00,Lentil,Germination,16.6,39.3,0.1,4.8,487.9,37.8,13.3,7.0,OFF,MOP,LOW,74,178,East India
Andhra Pradesh,Vijayawada,2024-07-07 19:00:00,Tobacco,Fruiting,23.3,65.1,1.7,5.6,584.1,46.8,19.7,6.2,ON,MOP,MEDIUM,83,125,South India
Andhra Pradesh,Nellore,2023-11-06 15:00:00,Cotton,Vegetative,26.6,45.9,1.6,1.7,373.5,27.9,25.4,7.4,OFF,SSP,LOW,68,179,South India
Punjab,Jalandhar,2023-11-05 15:00:00,Sugarcane,Seedling,30.5,64.5,7.8,6.0,602.9,74.4,28.6,6.1,ON,MOP,MEDIUM,85,95,North India
Gujarat,Anand,2023-02-07 15:00:00,Cotton,Vegetative,25.7,69.9,3.4,1.3,249.2,38.5,22.8,6.2,OFF,DAP,MEDIUM,59,142,West India
Karnataka,Belagavi,2024-03-10 03:00:00,Cotton,Harvest,26.1,66.6,5.8,2.6,745.4,52.5,22.1,6.5,ON,DAP,LOW,90,156,South India
Odisha,Cuttack,2023-11-27 23:00:00,Sugarcane,Seedling,29.1,71.4,6.4,3.2,261.8,60.0,28.1,6.2,OFF,NPK,HIGH,81,147,East India
Tamil Nadu,Tiruchirappalli,2023-06-28 05:00:00,Cotton,Germination,33.5,38.7,4.2,3.7,230.6,39.9,30.7,7.1,ON,NONE,MEDIUM,69,146,South India
Maharashtra,Solapur,2023-03-02 11:00:00,Onion,Harvest,22.9,70.1,2.2,5.3,586.9,38.2,21.6,6.8,OFF,ORGANIC,LOW,61,134,West India
Tamil Nadu,Thanjavur,2024-06-10 08:00:00,Sugarcane,Flowering,39.1,74.5,7.7,6.4,378.4,68.6,37.4,6.2,OFF,UREA,LOW,80,125,South India
Arunachal Pradesh,Pasighat,2024-10-02 03:00:00,Ginger,Flowering,18.7,77.5,6.5,5.4,337.9,55.9,17.0,6.9,ON,MOP,MEDIUM,81,170,Northeast India
Tripura,Udaipur,2023-04-21 16:00:00,Rice,Germination,33.7,87.3,10.1,3.4,671.6,53.8,31.5,6.5,ON,NONE,LOW,77,101,Northeast India
Haryana,Karnal,2023-07-21 04:00:00,Sugarcane,Maturity,27.0,81.9,9.3,5.8,340.8,66.2,23.6,6.1,OFF,DAP,MEDIUM,88,180,North India
Uttar Pradesh,Kanpur,2024-02-24 13:00:00,Mustard,Germination,24.6,63.0,1.1,5.8,580.4,43.1,22.2,7.1,OFF,UREA,LOW,71,168,North India
Gujarat,Surat,2024-08-29 20:00:00,Wheat,Maturity,19.5,67.5,4.5,6.2,667.2,52.3,17.9,6.0,OFF,NPK,LOW,92,176,West India
Andhra Pradesh,Guntur,2024-01-22 11:00:00,Tobacco,Harvest,29.5,60.8,4.2,3.8,494.1,46.6,27.1,6.8,ON,UREA,HIGH,40,127,South India
Goa,Vasco da Gama,2024-08-08 20:00:00,Coconut,Harvest,28.7,68.9,8.2,1.7,503.3,62.7,26.2,7.1,ON,NONE,HIGH,68,135,West India
West Bengal,Asansol,2024-01-30 02:00:00,Mustard,Fruiting,12.6,40.8,4.5,5.7,437.4,48.9,10.2,6.7,OFF,SSP,MEDIUM,88,108,East India
Maharashtra,Kolhapur,2024-05-02 21:00:00,Wheat,Fruiting,22.6,62.4,3.2,5.0,456.8,53.4,20.5,7.2,ON,NPK,LOW,84,132,West India
Rajasthan,Bikaner,2023-04-04 11:00:00,Mustard,Flowering,18.0,64.1,3.7,1.4,627.2,33.1,15.8,7.3,OFF,SSP,LOW,68,100,North India
Punjab,Bathinda,2023-01-17 04:00:00,Sugarcane,Harvest,35.6,71.3,5.1,5.6,537.5,61.5,34.3,7.0,OFF,SSP,HIGH,82,127,North India
Karnataka,Belagavi,2023-01-18 11:00:00,Groundnut,Vegetative,29.0,41.5,3.1,5.1,474.0,53.1,25.1,7.0,ON,UREA,HIGH,47,133,South India
Meghalaya,Shillong,2024-09-19 10:00:00,Orange,Flowering,23.4,55.2,4.4,1.8,391.2,43.1,19.9,6.7,ON,SSP,HIGH,65,149,Northeast India
Assam,Silchar,2024-02-10 02:00:00,Rice,Fruiting,29.7,86.9,6.0,0.8,784.1,71.4,28.2,6.0,ON,NONE,HIGH,56,114,Northeast India
Maharashtra,Nagpur,2024-02-27 03:00:00,Rice,Vegetative,26.2,75.2,9.4,3.0,485.5,64.9,24.9,6.0,ON,SSP,MEDIUM,80,101,West India
Uttarakhand,Haridwar,2024-11-02 16:00:00,Maize,Flowering,20.2,55.5,6.3,0.8,386.4,49.5,16.6,6.1,ON,MOP,MEDIUM,89,168,North India
Jharkhand,Jamshedpur,2024-04-24 08:00:00,Mustard,Harvest,19.8,50.9,3.5,2.0,728.7,48.0,17.5,7.0,OFF,NPK,HIGH,56,133,East India
Uttar Pradesh,Gorakhpur,2023-06-15 03:00:00,Rice,Fruiting,30.5,76.5,13.5,1.0,261.2,75.2,28.8,6.7,ON,NPK,MEDIUM,67,104,North India
Nagaland,Mokokchung,2024-03-22 12:00:00,Maize,Vegetative,27.8,60.2,2.2,5.4,268.7,54.2,25.2,6.0,ON,ORGANIC,LOW,67,170,Northeast India
Assam,Jorhat,2024-05-10 06:00:00,Tea,Vegetative,25.6,83.6,12.0,0.5,559.7,60.4,23.0,5.4,OFF,DAP,HIGH,62,151,Northeast India
Sikkim,Namchi,2024-10-26 04:00:00,Rice,Seedling,25.8,74.4,6.8,2.7,598.5,57.8,23.5,5.4,ON,MOP,HIGH,66,172,Northeast India
Uttar Pradesh,Kanpur,2024-09-28 16:00:00,Wheat,Harvest,18.3,50.8,1.6,1.2,283.8,48.6,16.6,6.2,ON,NONE,MEDIUM,79,129,North India
Sikkim,Gangtok,2023-03-23 14:00:00,Cardamom,Harvest,16.5,69.9,4.3,5.6,458.1,70.6,13.7,5.2,ON,NONE,LOW,82,131,Northeast India
Chhattisgarh,Bilaspur,2024-09-03 22:00:00,Soybean,Seedling,27.6,62.8,4.6,6.3,714.2,63.0,25.9,6.6,ON,UREA,MEDIUM,81,97,Central India
Nagaland,Mokokchung,2023-01-28 14:00:00,Maize,Fruiting,27.2,69.5,4.9,1.3,633.5,60.7,24.6,6.3,ON,DAP,HIGH,64,119,Northeast India
Uttar Pradesh,Lucknow,2023-03-02 14:00:00,Potato,Germination,24.1,77.1,5.9,2.1,641.3,57.3,21.0,5.0,ON,UREA,HIGH,46,103,North India
Jharkhand,Jamshedpur,2023-11-12 15:00:00,Rice,Harvest,27.3,74.9,10.8,5.4,696.9,65.4,24.5,5.9,OFF,UREA,MEDIUM,77,178,East India
Uttarakhand,Roorkee,2024-01-24 01:00:00,Apple,Flowering,16.9,72.5,0.6,5.0,489.1,64.1,15.0,6.8,OFF,NONE,LOW,66,98,North India
Uttarakhand,Roorkee,2024-09-24 02:00:00,Potato,Flowering,20.2,85.8,2.1,1.0,298.1,62.5,16.5,6.3,OFF,UREA,HIGH,61,169,North India
Manipur,Thoubal,2023-05-08 04:00:00,Maize,Vegetative,22.7,58.2,5.8,2.5,232.8,45.1,20.3,6.3,ON,MOP,HIGH,71,117,Northeast India
Uttarakhand,Dehradun,2023-04-29 18:00:00,Rice,Seedling,30.5,83.9,5.1,1.8,473.6,53.4,27.5,6.1,ON,SSP,MEDIUM,92,108,North India
Gujarat,Junagadh,2023-09-11 04:00:00,Bajra,Seedling,32.4,58.7,2.1,4.6,463.0,38.4,28.4,6.1,OFF,MOP,LOW,85,125,West India
Tripura,Agartala,2023-01-25 05:00:00,Rice,Harvest,32.3,75.3,8.4,4.8,526.5,56.1,30.8,6.3,ON,UREA,HIGH,52,153,Northeast India
Telangana,Karimnagar,2024-05-20 06:00:00,Maize,Maturity,27.4,68.6,5.0,5.6,762.3,55.0,24.7,6.6,OFF,ORGANIC,MEDIUM,72,159,South India
Mizoram,Lunglei,2023-04-30 23:00:00,Maize,Germination,24.7,72.8,3.8,4.4,497.3,60.9,22.0,6.1,OFF,UREA,MEDIUM,82,180,Northeast India
Karnataka,Shivamogga,2023-07-14 03:00:00,Sugarcane,Maturity,30.3,72.5,8.2,4.2,523.7,49.2,26.7,7.4,OFF,MOP,LOW,82,129,South India
Karnataka,Shivamogga,2024-04-19 16:00:00,Groundnut,Germination,31.8,62.7,3.2,2.8,412.9,47.2,29.3,6.5,OFF,DAP,HIGH,63,91,South India
Sikkim,Namchi,2024-07-18 08:00:00,Ginger,Fruiting,23.6,64.2,5.4,6.3,727.5,63.1,21.0,5.9,OFF,NPK,LOW,86,146,Northeast India
West Bengal,Kolkata,2024-11-30 08:00:00,Wheat,Seedling,16.6,52.2,3.8,5.5,426.7,45.8,14.0,6.4,ON,NPK,LOW,91,98,East India
Maharashtra,Solapur,2023-11-07 06:00:00,Soybean,Seedling,27.1,62.3,5.5,5.8,788.3,49.6,26.0,6.6,OFF,ORGANIC,HIGH,56,135,West India
Odisha,Bhubaneswar,2023-02-17 22:00:00,Groundnut,Seedling,35.9,68.3,3.7,4.6,237.1,37.0,32.2,5.7,ON,SSP,LOW,78,158,East India
Uttarakhand,Haridwar,2024-07-23 12:00:00,Maize,Germination,31.5,59.1,8.0,5.9,709.6,58.5,29.4,6.2,ON,SSP,HIGH,55,129,North India
Goa,Margao,2023-09-20 14:00:00,Rice,Maturity,29.6,84.1,8.7,4.5,344.9,78.4,26.9,6.9,OFF,DAP,MEDIUM,68,172,West India
Andhra Pradesh,Vijayawada,2023-02-25 23:00:00,Groundnut,Harvest,34.9,73.6,5.8,3.3,742.9,54.9,32.0,6.2,OFF,ORGANIC,LOW,73,141,South India
West Bengal,Siliguri,2023-01-14 12:00:00,Potato,Fruiting,17.5,61.3,3.1,5.7,451.1,67.4,14.0,5.8,OFF,NPK,LOW,69,162,East India
Maharashtra,Aurangabad,2023-08-03 04:00:00,Soybean,Seedling,22.2,61.8,2.8,2.7,290.8,58.7,19.1,6.6,OFF,MOP,LOW,71,165,West India
Bihar,Muzaffarpur,2024-03-18 03:00:00,Lentil,Flowering,17.2,66.5,5.7,4.6,234.0,45.3,15.7,7.9,ON,MOP,MEDIUM,76,167,East India
Jharkhand,Dhanbad,2023-04-15 02:00:00,Maize,Germination,27.5,72.6,4.3,5.6,616.4,50.2,23.9,6.5,OFF,SSP,HIGH,61,137,East India
Bihar,Muzaffarpur,2023-11-09 23:00:00,Rice,Vegetative,28.0,91.8,12.4,1.8,281.7,70.8,25.0,6.9,OFF,MOP,LOW,74,177,East India
Uttar Pradesh,Gorakhpur,2023-09-19 17:00:00,Rice,Vegetative,30.5,89.6,12.4,3.6,787.1,61.3,27.7,6.4,OFF,ORGANIC,LOW,69,150,North India
Gujarat,Vadodara,2024-01-01 12:00:00,Cotton,Fruiting,33.1,46.9,0,4.9,381.8,51.3,31.6,7.2,ON,UREA,LOW,77,173,West India
Rajasthan,Jodhpur,2024-04-17 08:00:00,Chickpea,Vegetative,21.1,60.4,0.0,3.4,346.0,28.1,18.6,7.8,OFF,NPK,HIGH,51,168,North India
Uttar Pradesh,Lucknow,2023-09-02 07:00:00,Rice,Maturity,32.0,91.3,8.8,4.7,297.7,69.4,29.2,6.8,ON,SSP,HIGH,55,167,North India
Haryana,Hisar,2024-02-27 23:00:00,Sugarcane,Fruiting,35.1,83.7,8.8,0.6,269.4,64.4,33.9,7.2,ON,ORGANIC,LOW,93,132,North India
Rajasthan,Kota,2024-01-18 21:00:00,Cotton,Seedling,37.1,50.8,3.2,6.5,667.4,55.9,33.9,6.2,ON,MOP,MEDIUM,85,139,North India
Rajasthan,Bikaner,2024-07-14 12:00:00,Chickpea,Flowering,18.5,56.3,4.3,4.4,488.2,42.4,17.0,7.2,ON,UREA,LOW,75,127,North India
Karnataka,Hubballi,2023-11-21 05:00:00,Groundnut,Seedling,32.3,55.4,1.5,1.8,554.5,54.2,28.9,6.3,ON,DAP,LOW,83,113,South India
Chhattisgarh,Bilaspur,2024-02-04 19:00:00,Soybean,Seedling,21.0,66.9,6.9,0.7,417.5,62.8,19.1,7.1,OFF,UREA,LOW,76,128,Central India
Karnataka,Mangaluru,2024-10-01 23:00:00,Cotton,Harvest,25.7,67.9,2.1,3.0,434.2,49.3,22.5,7.7,OFF,UREA,LOW,65,136,South India
Punjab,Patiala,2023-11-02 23:00:00,Maize,Vegetative,26.9,58.7,2.8,5.0,322.2,56.2,23.9,6.0,ON,ORGANIC,MEDIUM,69,146,North India
Gujarat,Rajkot,2024-04-01 09:00:00,Tobacco,Germination,30.2,72.0,2.0,4.0,287.4,47.3,28.2,6.8,OFF,NPK,LOW,64,174,West India
Uttar Pradesh,Varanasi,2024-08-28 19:00:00,Potato,Fruiting,20.8,67.4,7.8,0.8,605.8,65.4,17.5,6.0,ON,ORGANIC,MEDIUM,61,179,North India
Uttar Pradesh,Kanpur,2024-06-06 00:00:00,Rice,Maturity,30.0,70.5,10.5,2.6,581.7,60.3,28.0,6.9,ON,DAP,LOW,84,120,North India
Karnataka,Mangaluru,2023-08-22 06:00:00,Groundnut,Harvest,33.5,73.5,6.6,4.6,251.4,36.1,32.5,6.5,OFF,SSP,MEDIUM,55,151,South India
Meghalaya,Shillong,2024-04-01 00:00:00,Ginger,Maturity,31.4,66.0,6.6,6.5,701.1,63.0,29.6,5.9,ON,UREA,MEDIUM,77,169,Northeast India
Himachal Pradesh,Solan,2024-10-18 21:00:00,Wheat,Flowering,20.9,56.1,0,3.9,405.7,56.8,19.8,6.6,OFF,UREA,LOW,85,155,North India
Assam,Dibrugarh,2024-07-11 09:00:00,Jute,Fruiting,27.6,72.3,14.8,3.8,735.0,69.6,24.0,6.2,OFF,MOP,LOW,90,96,Northeast India
Assam,Dibrugarh,2023-10-05 08:00:00,Mustard,Flowering,21.5,74.1,4.3,1.3,538.1,50.7,18.9,6.6,OFF,NPK,HIGH,70,166,Northeast India
Telangana,Hyderabad,2023-07-08 12:00:00,Rice,Germination,31.0,83.1,7.6,5.5,655.8,64.7,29.5,5.5,OFF,NONE,MEDIUM,83,177,South India
Manipur,Imphal,2023-06-07 13:00:00,Rice,Fruiting,25.7,71.5,4.0,0.9,673.6,70.2,23.5,5.5,OFF,NPK,HIGH,49,138,Northeast India
Goa,Vasco da Gama,2024-01-18 00:00:00,Coconut,Fruiting,32.5,72.0,6.7,4.0,580.5,53.9,29.2,5.8,OFF,NONE,MEDIUM,71,144,West India
Maharashtra,Solapur,2023-12-07 22:00:00,Rice,Fruiting,31.7,81.7,6.7,3.9,373.8,59.7,28.6,6.8,OFF,ORGANIC,HIGH,48,119,West India
Manipur,Churachandpur,2023-06-27 10:00:00,Rice,Fruiting,25.1,94.9,5.7,0.5,594.7,62.1,24.0,7.0,ON,UREA,LOW,72,161,Northeast India
Tamil Nadu,Madurai,2023-06-20 22:00:00,Turmeric,Harvest,23.4,76.1,3.6,3.5,799.4,63.9,21.1,6.5,ON,SSP,MEDIUM,65,130,South India
Gujarat,Anand,2024-10-12 06:00:00,Tobacco,Flowering,25.0,67.6,2.6,2.8,787.6,34.0,23.6,6.9,OFF,ORGANIC,LOW,80,149,West India
Chhattisgarh,Korba,2024-07-22 12:00:00,Soybean,Seedling,27.0,72.3,3.2,4.6,298.8,55.7,24.0,6.7,OFF,SSP,HIGH,41,114,Central India
Sikkim,Jorethang,2024-06-02 01:00:00,Rice,Vegetative,30.3,75.9,7.0,2.9,292.5,56.5,28.3,6.3,OFF,MOP,MEDIUM,88,150,Northeast India
Telangana,Khammam,2024-05-23 09:00:00,Soybean,Vegetative,28.5,63.7,7.5,1.1,639.6,62.2,27.1,7.0,OFF,UREA,HIGH,65,136,South India
Punjab,Ludhiana,2024-10-13 17:00:00,Cotton,Flowering,32.4,41.6,4.6,4.7,562.2,46.5,28.9,7.4,OFF,UREA,MEDIUM,54,172,North India
Tamil Nadu,Coimbatore,2024-08-10 09:00:00,Banana,Fruiting,25.2,74.4,9.4,5.3,579.0,62.6,23.4,5.8,OFF,DAP,MEDIUM,77,105,South India
Arunachal Pradesh,Pasighat,2023-07-05 02:00:00,Ginger,Seedling,28.8,68.6,4.8,5.5,623.7,68.4,27.5,5.4,OFF,ORGANIC,MEDIUM,65,122,Northeast India
Meghalaya,Shillong,2024-10-24 10:00:00,Potato,Maturity,23.6,81.9,7.7,4.6,332.8,54.7,19.7,6.1,OFF,UREA,LOW,70,112,Northeast India
Tamil Nadu,Madurai,2024-01-19 01:00:00,Sugarcane,Harvest,34.0,55.6,6.2,1.2,402.5,55.7,32.7,7.1,OFF,MOP,MEDIUM,78,124,South India
West Bengal,Malda,2024-10-14 09:00:00,Jute,Germination,24.7,80.9,12.8,4.8,506.5,66.2,20.7,6.2,ON,MOP,LOW,77,150,East India
Haryana,Ambala,2023-09-11 10:00:00,Rice,Germination,29.0,94.2,9.7,2.6,356.1,77.1,25.6,6.1,ON,DAP,LOW,68,150,North India
Haryana,Panipat,2024-06-21 00:00:00,Wheat,Flowering,15.2,60.2,4.3,3.7,331.8,41.2,13.8,7.2,OFF,ORGANIC,HIGH,57,165,North India
Uttar Pradesh,Varanasi,2024-05-01 20:00:00,Mustard,Maturity,21.9,59.8,1.6,5.6,652.6,40.0,20.6,8.0,ON,NPK,MEDIUM,88,153,North India
Mizoram,Lunglei,2024-07-22 05:00:00,Banana,Seedling,25.2,88.9,8.0,1.7,246.2,82.4,21.5,6.3,OFF,ORGANIC,HIGH,66,172,Northeast India
Punjab,Bathinda,2023-04-13 22:00:00,Wheat,Flowering,21.9,69.5,4.4,1.1,779.2,51.3,19.8,6.8,ON,DAP,MEDIUM,84,145,North India
Rajasthan,Bikaner,2023-09-15 12:00:00,Wheat,Flowering,26.0,50.1,2.1,2.9,557.4,38.3,24.1,7.2,OFF,MOP,MEDIUM,72,173,North India
Haryana,Panipat,2024-04-09 20:00:00,Wheat,Harvest,15.0,51.9,2.5,2.6,773.5,49.6,11.1,6.7,ON,NPK,LOW,95,166,North India
West Bengal,Kolkata,2023-05-01 11:00:00,Wheat,Seedling,19.1,64.8,0.8,5.8,553.0,50.5,15.8,7.0,ON,ORGANIC,HIGH,69,144,East India
Tamil Nadu,Salem,2023-12-18 11:00:00,Rice,Germination,27.4,86.7,15.8,1.1,724.5,79.6,24.8,6.2,OFF,UREA,MEDIUM,77,136,South India
Sikkim,Jorethang,2023-06-17 09:00:00,Orange,Seedling,30.2,78.9,7.9,0.6,302.3,54.8,26.3,6.7,ON,NPK,LOW,70,146,Northeast India
Rajasthan,Jaipur,2023-03-07 11:00:00,Chickpea,Harvest,18.9,61.1,0.0,6.1,572.0,33.9,16.4,6.1,ON,DAP,LOW,80,164,North India
Rajasthan,Ajmer,2023-05-30 08:00:00,Wheat,Fruiting,15.3,51.3,3.7,4.7,411.0,40.4,13.7,7.3,ON,NPK,MEDIUM,62,177,North India
Telangana,Nizamabad,2023-09-21 05:00:00,Cotton,Flowering,24.2,59.6,1.7,2.9,241.6,38.3,20.2,7.2,OFF,ORGANIC,MEDIUM,71,107,South India
Punjab,Amritsar,2023-08-11 09:00:00,Rice,Maturity,28.3,85.5,10.6,1.4,705.6,79.4,27.0,6.0,OFF,DAP,MEDIUM,71,170,North India
Nagaland,Mokokchung,2023-12-29 01:00:00,Maize,Harvest,25.8,55.4,2.5,4.5,336.3,49.1,23.3,6.7,ON,DAP,HIGH,61,112,Northeast India
Uttar Pradesh,Gorakhpur,2023-05-05 13:00:00,Mustard,Harvest,21.9,65.0,4.1,5.6,589.3,47.8,18.9,6.9,ON,NONE,HIGH,42,173,North India
Kerala,Kozhikode,2023-07-18 08:00:00,Pepper,Vegetative,22.1,75.0,7.6,6.4,763.8,61.7,18.6,5.2,ON,SSP,LOW,76,124,South India
West Bengal,Kolkata,2024-11-23 13:00:00,Rice,Maturity,27.9,85.0,4.7,5.0,593.4,65.9,25.9,6.0,OFF,NONE,LOW,68,102,East India
West Bengal,Malda,2023-07-14 01:00:00,Potato,Maturity,20.7,67.1,0.7,2.4,782.7,64.5,19.5,5.5,OFF,NPK,LOW,90,99,East India
Tamil Nadu,Coimbatore,2023-06-30 13:00:00,Rice,Maturity,32.9,90.4,10.1,0.8,580.9,60.2,30.4,6.7,OFF,MOP,LOW,89,116,South India
Rajasthan,Bikaner,2023-02-28 06:00:00,Bajra,Maturity,36.3,41.2,0.5,3.8,242.4,45.7,33.9,6.0,OFF,SSP,LOW,70,110,North India
Meghalaya,Shillong,2024-07-14 20:00:00,Maize,Harvest,25.9,49.3,5.6,3.8,275.2,41.4,24.8,6.9,ON,SSP,HIGH,68,116,Northeast India
Rajasthan,Kota,2024-07-03 10:00:00,Mustard,Germination,11.6,47.8,4.9,2.5,747.1,36.6,10.1,6.6,ON,UREA,HIGH,65,166,North India
Nagaland,Dimapur,2023-07-08 11:00:00,Maize,Maturity,30.8,78.0,3.6,2.8,200.9,41.3,27.9,5.7,OFF,SSP,HIGH,62,153,Northeast India
Rajasthan,Udaipur,2024-03-31 06:00:00,Groundnut,Vegetative,34.5,48.3,4.1,4.8,414.9,36.5,32.4,5.4,ON,NPK,MEDIUM,71,119,North India
Madhya Pradesh,Bhopal,2024-09-19 23:00:00,Cotton,Maturity,34.2,37.3,2.8,1.5,382.0,52.1,31.3,7.7,OFF,NONE,HIGH,72,176,Central India
Gujarat,Rajkot,2024-09-17 08:00:00,Castor,Seedling,29.4,52.9,1.4,2.1,201.5,29.1,28.2,6.5,OFF,SSP,LOW,89,119,West India
Gujarat,Junagadh,2023-05-17 20:00:00,Bajra,Fruiting,31.6,53.4,0,3.1,793.4,26.3,28.2,7.7,OFF,MOP,MEDIUM,78,144,West India
Haryana,Karnal,2024-01-05 09:00:00,Wheat,Seedling,17.8,51.0,4.3,5.6,604.9,54.9,16.8,7.0,OFF,SSP,HIGH,52,136,North India
West Bengal,Asansol,2023-07-23 07:00:00,Rice,Germination,28.8,81.3,13.0,6.0,456.2,74.5,27.5,6.2,OFF,SSP,LOW,70,117,East India
